RUC,SEGMENTO_PAIS,TIPO_DOCUMENTO,RAZON_SOCIAL,SUNAT_ESTADO_RUC,SUNAT_ESTADO_CONTRIBUYENTE,SUNAT_DEPARTAMENTO,SUNAT_PROVINCIA,SUNAT_DISTRITO,lineas_fijas_activas,lineas_fijas_totales,lineas_movil_activas,lineas_movil_totales,alertas_regulatorias,status_regulatorio,tiene_ficha_maestro_clientes,nota
2008935428,SEGMENTO_003,RUC,CLIENT_00164,HABIDO,ACTIVO,LIMA,Lima,Lima,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2075370034,SEGMENTO_004,RUC,CLIENT_00145,HABIDO,ACTIVO,LIMA,Lima,Comas,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2027355887,SEGMENTO_004,RUC,CLIENT_00755,HABIDO,ACTIVO,LIMA,Lima,San Miguel,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2068741039,SEGMENTO_004,RUC,CLIENT_00328,HABIDO,ACTIVO,LIMA,Lima,La Molina,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2074819724,SEGMENTO_004,RUC,CLIENT_00638,HABIDO,ACTIVO,LIMA,Lima,Puente Piedra,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2009118790,SEGMENTO_002,RUC,CLIENT_00144,HABIDO,ACTIVO,LIMA,Lima,San Borja,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2001580114,SEGMENTO_004,RUC,CLIENT_00016,HABIDO,ACTIVO,LIMA,Lima,San Isidro,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
1042862786,SEGMENTO_004,RUC,CLIENT_00787,HABIDO,ACTIVO,LIMA,Lima,Miraflores,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2009716777,SEGMENTO_004,RUC,CLIENT_00151,HABIDO,ACTIVO,ANCASH,Santa,Chimbote,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2062201122,SEGMENTO_004,RUC,CLIENT_00210,HABIDO,ACTIVO,LIMA,Lima,San Juan de Miraflores,0.0,0.0,2.0,2.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2077048357,SEGMENTO_004,RUC,CLIENT_00123,HABIDO,ACTIVO,ANCASH,Santa,Chimbote,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2057229878,SEGMENTO_004,RUC,CLIENT_00373,HABIDO,ACTIVO,JUNIN,Chanchamayo,Chanchamayo,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2024668089,SEGMENTO_004,RUC,CLIENT_00504,HABIDO,ACTIVO,LIMA,Lima,Lima,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2087799939,SEGMENTO_004,RUC,CLIENT_00195,HABIDO,ACTIVO,LAMBAYEQUE,Chiclayo,Chiclayo,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2007774830,SEGMENTO_004,RUC,CLIENT_00695,HABIDO,ACTIVO,HUANUCO,Huánuco,Huanuco,0.0,0.0,3.0,3.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2090276302,SEGMENTO_004,RUC,CLIENT_00771,HABIDO,ACTIVO,LA LIBERTAD,Trujillo,Trujillo,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2046916374,SEGMENTO_004,RUC,CLIENT_00711,HABIDO,ACTIVO,ICA,Pisco,Pisco,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2050799857,SEGMENTO_002,RUC,CLIENT_00697,HABIDO,ACTIVO,LIMA,Lima,San Isidro,3.0,3.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2088077505,SEGMENTO_004,RUC,CLIENT_00777,HABIDO,ACTIVO,LIMA,Huaura,Huacho,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2039216584,SEGMENTO_002,RUC,CLIENT_00936,HABIDO,ACTIVO,LIMA,Lima,San Isidro,3.0,3.0,6.0,6.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2078965242,SEGMENTO_004,RUC,CLIENT_00922,HABIDO,ACTIVO,AYACUCHO,Huamanga,Ayacucho,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2007950781,SEGMENTO_004,RUC,CLIENT_00069,HABIDO,ACTIVO,LORETO,Maynas,Iquitos,0.0,0.0,3.0,3.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2024496152,SEGMENTO_004,RUC,CLIENT_00315,HABIDO,ACTIVO,AREQUIPA,Arequipa,Cerro Colorado,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2004240244,SEGMENTO_004,RUC,CLIENT_00422,HABIDO,ACTIVO,AREQUIPA,Arequipa,Yanahuara,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2087028740,SEGMENTO_002,RUC,CLIENT_00487,HABIDO,ACTIVO,LIMA,Lima,Lima,3.0,3.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2068789568,SEGMENTO_004,RUC,CLIENT_00153,HABIDO,ACTIVO,LIMA,Lima,San Martín de Porres,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2089508889,SEGMENTO_004,RUC,CLIENT_00786,HABIDO,ACTIVO,LIMA,Lima,Miraflores,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2082318567,SEGMENTO_004,RUC,CLIENT_00377,HABIDO,ACTIVO,LIMA,Lima,San Borja,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2044512050,SEGMENTO_004,RUC,CLIENT_00980,HABIDO,ACTIVO,LIMA,Lima,San Borja,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2061726816,SEGMENTO_004,RUC,CLIENT_00637,HABIDO,ACTIVO,LAMBAYEQUE,Chiclayo,Saña,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2051947639,SEGMENTO_004,RUC,CLIENT_00103,HABIDO,BAJA DE OFICIO,LIMA,Lima,San Isidro,0.0,0.0,1.0,1.0,['SUNAT_ESTADO_CONTRIBUYENTE=BAJA DE OFICIO (no ACTIVO)'],ALERTA — REVISIÓN HUMANA,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2035557284,SEGMENTO_004,RUC,CLIENT_00828,HABIDO,ACTIVO,LIMA,Lima,Santa Anita,1.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2040443627,SEGMENTO_004,RUC,CLIENT_00393,HABIDO,ACTIVO,LIMA,Lima,Santiago de Surco,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2076142431,SEGMENTO_004,RUC,CLIENT_00318,HABIDO,ACTIVO,LIMA,Lima,Santiago de Surco,3.0,3.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2042840517,SEGMENTO_004,RUC,CLIENT_00226,HABIDO,ACTIVO,AREQUIPA,Arequipa,Miraflores,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2033874362,SEGMENTO_004,RUC,CLIENT_00792,HABIDO,ACTIVO,CUSCO,Cusco,Cusco,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2033800985,SEGMENTO_004,RUC,CLIENT_00691,HABIDO,ACTIVO,LIMA,Lima,Lima,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2004403801,SEGMENTO_004,RUC,CLIENT_00180,HABIDO,ACTIVO,LIMA,Lima,Santiago de Surco,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2018414664,SEGMENTO_004,RUC,CLIENT_00400,HABIDO,ACTIVO,LIMA,Lima,San Martín de Porres,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2050504401,SEGMENTO_004,RUC,CLIENT_00673,HABIDO,ACTIVO,LIMA,Lima,San Juan de Lurigancho,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2021660305,SEGMENTO_004,RUC,CLIENT_00332,HABIDO,ACTIVO,LIMA,Lima,Magdalena del Mar,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2032335674,SEGMENTO_004,RUC,CLIENT_00620,HABIDO,BAJA DE OFICIO,LIMA,Lima,Santiago de Surco,1.0,1.0,0.0,0.0,['SUNAT_ESTADO_CONTRIBUYENTE=BAJA DE OFICIO (no ACTIVO)'],ALERTA — REVISIÓN HUMANA,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2052608690,SEGMENTO_004,RUC,CLIENT_00581,HABIDO,ACTIVO,LIMA,Lima,San Juan de Miraflores,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2063121146,SEGMENTO_004,RUC,CLIENT_00778,HABIDO,ACTIVO,LIMA,Lima,San Juan de Miraflores,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2090808430,SEGMENTO_004,RUC,CLIENT_00946,HABIDO,ACTIVO,LIMA,Lima,San Miguel,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2046272291,SEGMENTO_004,RUC,CLIENT_00829,HABIDO,ACTIVO,LIMA,Lima,Miraflores,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2078802807,SEGMENTO_004,RUC,CLIENT_00099,HABIDO,ACTIVO,LIMA,Lima,San Martín de Porres,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2027755534,SEGMENTO_004,RUC,CLIENT_00163,HABIDO,ACTIVO,LIMA,Lima,San Borja,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2081744801,SEGMENTO_004,RUC,CLIENT_00542,HABIDO,ACTIVO,LIMA,Lima,Miraflores,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2012439383,SEGMENTO_004,RUC,CLIENT_00601,NO HABIDO,BAJA DE OFICIO,CALLAO,Prov. Const. del Callao,Callao,0.0,0.0,0.0,0.0,"['SUNAT_ESTADO_RUC=NO HABIDO (no HABIDO)', 'SUNAT_ESTADO_CONTRIBUYENTE=BAJA DE OFICIO (no ACTIVO)']",ALERTA — REVISIÓN HUMANA,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2016587155,SEGMENTO_004,RUC,CLIENT_00255,HABIDO,ACTIVO,CUSCO,Cusco,San Jerónimo,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2034879712,SEGMENTO_004,RUC,CLIENT_00302,HABIDO,ACTIVO,APURIMAC,Abancay,Abancay,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2082221937,SEGMENTO_004,RUC,CLIENT_00364,HABIDO,ACTIVO,AREQUIPA,Arequipa,Arequipa,3.0,3.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2099609997,SEGMENTO_002,RUC,CLIENT_00740,HABIDO,ACTIVO,LIMA,Lima,San Borja,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2061273939,SEGMENTO_004,RUC,CLIENT_00449,HABIDO,ACTIVO,LAMBAYEQUE,Chiclayo,Chiclayo,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2069541043,SEGMENTO_004,RUC,CLIENT_00362,HABIDO,ACTIVO,LIMA,Lima,Miraflores,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2081733189,SEGMENTO_004,RUC,CLIENT_00101,HABIDO,ACTIVO,LIMA,Lima,La Victoria,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2018849431,SEGMENTO_004,RUC,CLIENT_00586,HABIDO,ACTIVO,LIMA,Lima,La Victoria,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2024619182,SEGMENTO_004,RUC,CLIENT_00963,HABIDO,ACTIVO,LIMA,Lima,Villa María del Triunfo,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2004984092,SEGMENTO_004,RUC,CLIENT_00883,HABIDO,ACTIVO,LIMA,Lima,Barranco,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2029816520,SEGMENTO_004,RUC,CLIENT_00874,HABIDO,ACTIVO,LIMA,Lima,Independencia,0.0,0.0,1.0,2.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2045418905,SEGMENTO_004,RUC,CLIENT_00576,HABIDO,ACTIVO,LIMA,Lima,San Borja,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2040860442,SEGMENTO_004,RUC,CLIENT_00783,HABIDO,ACTIVO,LIMA,Lima,Pueblo Libre,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2047611797,SEGMENTO_004,RUC,CLIENT_00924,HABIDO,ACTIVO,LIMA,Lima,La Victoria,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2091452099,SEGMENTO_004,RUC,CLIENT_00990,HABIDO,ACTIVO,LIMA,Lima,Lima,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2098293784,SEGMENTO_004,RUC,CLIENT_00265,HABIDO,ACTIVO,SAN MARTIN,Tocache,Tocache,2.0,4.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2047431289,SEGMENTO_004,RUC,CLIENT_00045,HABIDO,ACTIVO,CUSCO,Cusco,Santiago,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2030739572,SEGMENTO_004,RUC,CLIENT_00552,HABIDO,ACTIVO,LIMA,Cañete,Mala,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2046868113,SEGMENTO_004,RUC,CLIENT_00397,NO HABIDO,BAJA DE OFICIO,AMAZONAS,Bongará,Jazan,0.0,0.0,3.0,3.0,"['SUNAT_ESTADO_RUC=NO HABIDO (no HABIDO)', 'SUNAT_ESTADO_CONTRIBUYENTE=BAJA DE OFICIO (no ACTIVO)']",ALERTA — REVISIÓN HUMANA,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2043153301,SEGMENTO_004,RUC,CLIENT_00849,HABIDO,ACTIVO,LIMA,Lima,San Juan de Miraflores,0.0,3.0,3.0,3.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2032243442,SEGMENTO_004,RUC,CLIENT_00656,HABIDO,ACTIVO,LIMA,Lima,La Victoria,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2048306935,SEGMENTO_004,RUC,CLIENT_00452,HABIDO,ACTIVO,PUNO,San Román,Juliaca,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2009768742,SEGMENTO_004,RUC,CLIENT_00967,HABIDO,ACTIVO,SAN MARTIN,Moyobamba,Moyobamba,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2042005584,SEGMENTO_004,RUC,CLIENT_00724,HABIDO,ACTIVO,AREQUIPA,Arequipa,Jacobo Hunter,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2064266045,SEGMENTO_004,RUC,CLIENT_00606,HABIDO,ACTIVO,LAMBAYEQUE,Chiclayo,Chiclayo,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2048828836,SEGMENTO_004,RUC,CLIENT_00869,HABIDO,ACTIVO,LA LIBERTAD,Trujillo,Trujillo,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2097314646,SEGMENTO_004,RUC,CLIENT_00429,HABIDO,ACTIVO,ICA,Ica,Ica,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2041230831,SEGMENTO_004,RUC,CLIENT_00071,HABIDO,BAJA DE OFICIO,LIMA,Lima,Jesús María,1.0,1.0,0.0,0.0,['SUNAT_ESTADO_CONTRIBUYENTE=BAJA DE OFICIO (no ACTIVO)'],ALERTA — REVISIÓN HUMANA,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2014579954,SEGMENTO_004,RUC,CLIENT_00512,HABIDO,ACTIVO,LIMA,Lima,La Victoria,6.0,6.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2070148979,SEGMENTO_004,RUC,CLIENT_00202,HABIDO,ACTIVO,LIMA,Lima,La Molina,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2053125283,SEGMENTO_004,RUC,CLIENT_00112,HABIDO,ACTIVO,CUSCO,Cusco,Cusco,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2064993907,SEGMENTO_004,RUC,CLIENT_00925,HABIDO,ACTIVO,ICA,Ica,Ica,2.0,2.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2023119208,SEGMENTO_004,RUC,CLIENT_00003,HABIDO,ACTIVO,LIMA,Lima,Ate,0.0,0.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2039714658,SEGMENTO_004,RUC,CLIENT_00290,HABIDO,ACTIVO,LIMA,Lima,Santiago de Surco,1.0,1.0,0.0,0.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
2017592496,SEGMENTO_004,RUC,CLIENT_00970,HABIDO,ACTIVO,LIMA,Lima,San Juan de Lurigancho,0.0,0.0,1.0,1.0,[],OK,True,La consulta a Osiptel es un MOCK (sin dataset propio); el estado SUNAT y el estado de línea sí provienen de datos reales del dataset.
